title,price_cleaned,bedrooms_cleaned,location_clean,post_time_category
Huge 4 BedRms 2BathRms  Richmond  Terrace 1st 2nd 3rd FL SI NY 10301,3500,1,staten island,longer than a month but within six months
Huge 4 bedroom apartment with 2 full baths. Modern kitchen!,4765,1,bed stuy,longer than a month but within six months
Huge 4 bedroom apartment with 2 full baths. Modern kitchen.,4765,1,bed stuy,longer than a month but within six months
Huge 4 bedroom duplex apartment bedrooms with closets,3999,1,crown heights,longer than a month but within six months
Huge 4BDR/2 bath,2399,1,newark,longer than a month but within six months
Huge 4br/2bath nestled in the heart of tree-lined Crown Heights.,3550,1,crown heights,longer than a month but within six months
Huge Apartment with a Skylight,3675,1,ridgewood,longer than a month but within six months
Huge Duplex Apartment on Quiet Street,3799,1,ridgewood,longer than a month but within six months
Huge Gut Reno 2 Bed in Prime Bushwick! No Fee!,3000,1,buschwick,longer than a month but within six months
"Huge Lux Parkside Garden 2BR,Laundry, Patio 1 stop to Barclays",3500,1,sunset park,longer than a month but within six months
Huge NYCHA/CITYFHEPS 4 Bedroom,3385,1,staten island,longer than a month but within six months
Huge Renovated Luxury Alcove Studio - Midtown FT DM Bldg,3000,1,midtown,longer than a month but within six months
Huge Students Specials,3000,1,riverdale,longer than a month but within six months
Huge Studio With A Home Office LAUNDRY ON EVERY FLOOR 762 Sq Ft,3495,1,financial district,longer than a month but within six months
"Huge Studio in FiDi, Full service Building.",3600,1,financial district,longer than a month but within six months
Huge Studio in Hudson Heights - Elevator / No Fee - Separate Kitchen,1750,1,inwood,longer than a month but within six months
Huge Sunny 1 bed,2100,1,brooklyn,longer than a month but within six months
Huge Sunny 1br Apt. near Columbia,2800,1,harlem,longer than a month but within six months
Huge all inclusive STUDIO APARTMENT for rent,1430,1,westerleigh,longer than a month but within six months
Huge and Charming Bedford Stuyvesant Prewar 1 Bedroom,2600,1,bed stuy,longer than a month but within six months
Huge apartment in a great location. All 3 bedrooms large.,3600,1,buschwick,longer than a month but within six months
Huge apartment with sunny bedrooms,2999,1,buschwick,longer than a month but within six months
Huge duplex loft space! 3 Large Bedrooms! No Broker Fee!,3699,1,buschwick,longer than a month but within six months
Huge king 2bed/2bath w/ w/d in unit+elevator+doorman+parking+more!,4000,1,bed stuy,longer than a month but within six months
Huge new 2 bed w/massive living/gym/roof/AC/,4216,1,williamsburg,longer than a month but within six months
Huge rent-stabilized  1-bedroom in pre-war building,2030,1,astoria,longer than a month but within six months
Huge spacious 2 bedroom Big Living room High ceiling big windows,3950,1,williamsburg,longer than a month but within six months
"Huge studio, Super location, Great Price,",2000,1,crown heights,longer than a month but within six months
Huge sunny loft close to L in Prime Bushwick+laundry+Roof,2450,1,buschwick,longer than a month but within six months
Huge sunny studio! Actual photos! Absolute steal!,1699,1,harlem,longer than a month but within six months
Huge three bed one bath apartment in Bedstuy,3000,1,bed stuy,longer than a month but within six months
Huge top floor 5bed/2bath duplex w/ 2 roof decks+a/c+dishwasher+laundr,4400,1,rockaway,longer than a month but within six months
Huge unit near ST. Joseph Medical Center,1750,1,yonkers,longer than a month but within six months
Huge with Washer/Dryer IN UNIT,3665,1,williamsburg,longer than a month but within six months
"Huge, 3 bed 1 bath, renovated, elevator, laundry, kings size bedroooms",3299,1,kensington,longer than a month but within six months
"Huge, Sun-Drenched Unit w/ Eat-in-Kitchen",2000,1,astoria,longer than a month but within six months
"Huge, gorgeous 2 bedrooms PLUS HUGE OFFICE 1 bath  PENTHOUSE DUPLEX av",3499,1,clinton hill,longer than a month but within six months
"Huge, gorgeous 3 bed 1 bath Penthouse Duplex available in prime Clinto",3599,1,clinton hill,longer than a month but within six months
Huge-King bedrooms-3 bed 2 bath-Washer-n-unit-nofee/gym/roof/,5500,1,crown heights,longer than a month but within six months
"Humongous 2Bed/1Bath in prime Prospect Park South! B,Q Trains",2575,1,prospect park,longer than a month but within six months
Humongous 3Bed/2Bath Overlooking the park! Elevator/Laundry building!,3995,1,prospect park,longer than a month but within six months
"Humongous Pre-war 1Bed/1Bath - in Prime Prospect Park South! B,Q Train",2295,1,prospect park,longer than a month but within six months
Hurry up!  This Rare Hell's Kitchen 2 Bed Deal Won't Last!,3200,1,midtown,longer than a month but within six months
"I bedroom, 1 bath apartment for rent",1550,1,yonkers,longer than a month but within six months
IApartment for rent Bridgeport,2000,1,bridgeport,longer than a month but within six months
ID *1415973 Apartment For Rent In The Heart,2800,1,elmhurst,longer than a month but within six months
ID 1415949 Gorgeous Duplex Apartment For Rent In The Heart,3350,1,glendale,longer than a month but within six months
"ID: 1415355 Gorgeous 2 Bedroom, 1.5 Bathroom Apartment for Rent",2900,1,glendale,longer than a month but within six months
ID: 1415438 Beautiful Gut Renovated 3 Bedroom Apartment,2650,1,oakland gardens,longer than a month but within six months
ID: 1415485- Beautiful 3BR Town House for Rent in East Elmhurst,3600,1,elmhurst,longer than a month but within six months
ID: 1415513 Beautifully Renovated Apartment for Rent in Pre-War Tudor,2100,1,flushing,longer than a month but within six months
ID: 1415602 Nice 1 Bedroom Apartment in Hollis Court Development,1950,1,oakland gardens,longer than a month but within six months
ID: 1415795 Gorgeous One Bedroom Apartment for Rent,2000,1,glendale,longer than a month but within six months
ID: 1415816 Nice 2 Bedroom Railroad Style Apartment,2100,1,ridgewood,longer than a month but within six months
ID: 1415849 Spacious 3BR in Elmhurst for Rent,2750,1,elmhurst,longer than a month but within six months
ID: 1416002 1 Bedroom Apartment for Rent,1800,1,whitestone,longer than a month but within six months
ID: 3455740 11 Bedroom Bungalow for Rent,2600,1,whitestone,longer than a month but within six months
ID:1412286 - Nice 2 Bedroom in Flushing,2500,1,flushing,longer than a month but within six months
ID:1415310 Spacious Studio Apartment for Rent,1675,1,whitestone,longer than a month but within six months
ID:1415312 Nice & Spacious 1 Bedroom Duplex for Rent,2450,1,flushing,longer than a month but within six months
ID:1415313 Nice 2 Bedroom 2 Full Bathroom Apartment for Rent,2650,1,ozone park,longer than a month but within six months
ID:1415354 Renovated 3 Bedroom 2 Bathroom Apartment for Rent,2900,1,glendale,longer than a month but within six months
ID:1415397 Beautiful 2 Bedroom Apartment for Rent,2300,1,flushing,longer than a month but within six months
ID:1415610 Spacious & Up[dated 3 Bedroom Apartment for Rent,2500,1,yonkers,longer than a month but within six months
ID:1415613 Beautiful Fully Renovated 2 Bedroom for Rent,2700,1,whitestone,longer than a month but within six months
ID:1415622 Spacious 1 Bedroom Apartment for Rent,1850,1,corona,longer than a month but within six months
ID:1415626 Large 3 Bedroom 2 Bathroom Apartment for Rent,2600,1,corona,longer than a month but within six months
ID:1415778 Nice 1 Bedroom Apartment for Rent,2100,1,oakland gardens,longer than a month but within six months
ID:1415829 Nice 2 Bedroom Apartment for Rent,2200,1,college point,longer than a month but within six months
ID:1415863 1 Bedroom Apartment for Rent,1950,1,whitestone,longer than a month but within six months
ID:1416076 Beautiful & Spacious 3 Bedroom Apartment for Rent,2700,1,whitestone,longer than a month but within six months
ID:3454375 Beautiful Jr. 4 Apartment for Rent,2600,1,woodside,longer than a month but within six months
IMMEDIATE AVAILABILITY - 1 Bd LIC LEASE ASSIGNMENT,3488,1,long island,longer than a month but within six months
IMPRESSIVE XL BEDROOMS LAUNDRY & 2 BALCONY 51ST &9TH AVE,5750,1,midtown,longer than a month but within six months
IN THE HEIGHTS__TRUE 4 BR_2 BATH__ELEVATOR_LAUNDRY__Washington Heights,3500,1,inwood,longer than a month but within six months
IN THE HEIGHTS__TRUE 4 BR_2 BATH__ELEVATOR_LAUNDRY__sunset park slope,3450,1,inwood,longer than a month but within six months
IN UNIT WASHER DRYER * CENTRAL AIR & HEAT * HARDWOOD FLOORS *,3200,1,j m z myrtle broadway | g train myrtle willoughby ave,longer than a month but within six months
IN UNIT WASHER DRYER * DISHWASHER * CENTRAL A/C * ROOFTOP ACCESS,2400,1,prospect park,longer than a month but within six months
IN UNIT WASHER DRYER * WINDOWS IN LIVING ROOM * DISHWASHER *,5000,1,williamsburg,longer than a month but within six months
INCREDIBLE 3 BED 1 BATH IN AMAZING LOCATION,3100,1,brooklyn,longer than a month but within six months
"INCREDIBLE 3.5 bed 2 bath apt PRIVATE BACKYARD, IN-UNIT LAUNDRY",4200,1,bed stuy,longer than a month but within six months
INCREDIBLE 4 BED 2.5BATH DUPLEX IN RIDGEWOOD FOR A GREAT PRICE! NO FEE,3700,1,ridgewood,longer than a month but within six months
INCREDIBLY CHIC&STYLISH THREE BEDROOM TWO FULL BATH BALCONY MUST SEE,2350,1,ozone park,longer than a month but within six months
INCREDIBLY LUXURIOUS THREE BED TWO BATH PVT BALCONY HUGE LIVING ROOM,2320,1,ozone park,longer than a month but within six months
INSANE DUPLEX APARTMENT WITH BACKYARD,6195,1,williamsburg,longer than a month but within six months
If you 💓 Bushwick - see this today,2800,1,dekalb,longer than a month but within six months
If you ♥♥ BUSHWICK & just see this - you’ll know!,2800,1,dekalb,longer than a month but within six months
If you ♥♥ SPACE & just see this - you’ll know!,3299,1,ridgewood,longer than a month but within six months
Immaculate Brand New and Very Spacious 2.5 Bedroom Apt,2300,1,cypress hills,longer than a month but within six months
Immaculate first floor  two bedroom apartment,2200,1,canarsie,longer than a month but within six months
"In ""Pelham Bay"" area,large 3 bed apt,all utilities included!",2800,1,colonial av(pelham bay),longer than a month but within six months
"In ""Pelham Bay"" area,large 3 bed apt,quiet area!",2700,1,colonial av(pelham bay),longer than a month but within six months
"In a fairly new house,three bedrooms apartment!",2350,1,eastchester,longer than a month but within six months
"In elevator building, one block to train",3200,1,larchmont,longer than a month but within six months
"In pelham pkway..1 bedroom apt,available!",1850,1,barker av(pelham pakway),longer than a month but within six months
Incredible 2 bedroom with office!!,2300,1,ozone park,longer than a month but within six months
Incredible 4 Bedroom in the Heart of Bed-Stuy,3500,1,bed stuy,longer than a month but within six months
Incredible Brand New Massive 2 Bed 2 Bath Downtown BK NO FEE,7500,1,downtown,longer than a month but within six months
"Incredible Corner 3 bed, 3 bath, Washer/Dryer, Swimming Pool",8900,1,upper east side,longer than a month but within six months
Incredible Low Price a 67 Wall Street 1 Bedroom.,3050,1,financial district,longer than a month but within six months
Incredible and Massive 2 Bedroom/ 2 Bathroom Apartment in Prime Bushwi,3799,1,buschwick,longer than a month but within six months
Incredibly SPACIOUS Studio Apt. Available NOW,2695,1,forest hills,longer than a month but within six months
Indian lady looking for Indian roomates - Students ok,2600,1,westbury,longer than a month but within six months
Industrial Loft Style Two Bedroom,3450,1,williamsburg,longer than a month but within six months
Industry City  1 BR + PATIO___Sunset Park Slope Industry City,2000,1,sunset park,longer than a month but within six months
Industry City__4 BR - 2 Bath__BROWNSTONE__N Express _SUNSET PARK slope,2900,1,sunset park,longer than a month but within six months
Insane 2 balcony 1 Bed Short term allowed. Luxury building NoMad,6000,1,flatiron,longer than a month but within six months
Inwood - Huge Studio Apt - Isham St - Elevator Bldg - No Fee,1695,1,inwood,longer than a month but within six months
Inwood - Seaman Avenue *Large 1BR* - Elevator *No Fee,1895,1,inwood,longer than a month but within six months
JAMAICA 3BR S8 APARTMENT AVAILABLE FOR IMMEDIATE OCCUPANCY,3287,1,jamaica,longer than a month but within six months
JAMAICA ESTATES-2-DORMITORIOS,1800,1,jamaica,longer than a month but within six months
JAMAICA ESTATES-APT.  3-DORMITORIOS,1800,1,jamaica,longer than a month but within six months
JAW DROPPING 1 Bed 1 Bath- CORNER UNIT with CRAZY Views!!,4300,1,midtown,longer than a month but within six months
JFK Arrivals to bed in 8 mins,4450,1,springfield gardens,longer than a month but within six months
JR 1BR Apt in UWS (75th St)+ DW+ MIC + Fireplace+ One Block to CP,3000,1,upper west side,longer than a month but within six months
JUNIOR ! BR_LOWER EAST SIDE_PETS OK_NEAR NYU,2650,1,lower east side,longer than a month but within six months
JUST REDUCED - 3 BED 2 BATH RENTAL,3300,1,tarrytown,longer than a month but within six months
Jones/Bleecker WV. Large 1 bed (convert 2) with Private Backyard Space,3500,1,west village,longer than a month but within six months
"Jumbo ( Studio ) By E/F Trains | Elevator/Laundry, Utilities Included",1775,1,briarwood,longer than a month but within six months
"Jumbo (Studio) By E/M/R Trains | Elevator/Laundry, Utilities Included",1850,1,rego park,longer than a month but within six months
"Jumbo 2 Bed + 1.5 Bath + Balcony, By E/M/R Trains | Elevator/Laundry",2650,1,rego park,longer than a month but within six months
Junior 1Bed in Upper East Side,3600,1,new york,longer than a month but within six months
Just right for you! A gorgeous 2 bed 2 bath apartment awaits!,3575,1,elmsford,longer than a month but within six months
KEW GARDEN HILLS 1 BEDROOM APT. FOR RENT,1800,1,kew garden,longer than a month but within six months
KING SIZE True 2 Bed in the heart of Astoria,2800,1,astoria,longer than a month but within six months
KING SIZED BEDROOM / WIK / WASHER & DRYER / GYM / CONCIERGE,5363,1,west village,longer than a month but within six months
KING SIZED Modern 1 bed apt at BUSHWICK!! **No fee**,2400,1,brooklyn,longer than a month but within six months
KING SIZED ONE BED--------------PRIME LOCATION-----HEAT/WATER INCLUDED,2200,1,astoria,longer than a month but within six months
KING SIZED ROOMS * DUPLEX 1ST & 2ND FLOOR * NO BASEMENT * BACKYARD,3400,1,a c trains @kingston-throop avs stop,longer than a month but within six months
KIPS BAY BRIGHT 🌞 LAUNDRY ELAVATOR 29ST &2ND AVE,2675,1,murray hill,longer than a month but within six months
KITCHEN W DISHWASHER * WINDOWS IN THE LIVING ROOM * CENTRAL A/C * GYM,2300,1,flatbush,longer than a month but within six months
KITCHEN W ISLAND * DISHWASHER * GAS STOVE * 2 FULL BATHS * CENTRAL A/C,4000,1,buschwick,longer than a month but within six months
KITCHEN W WINDOWS * CENTRAL A/C * GREAT SIZED BEDROOMS *,2500,1,utica ave * a c & 2 3 4 5,longer than a month but within six months
"Kensington 2BR -- near F/G and D; Solar power, great schools, no fee",2400,1,kensington,longer than a month but within six months
